P0,R,M
0.9999999999999986,73.356,0.12149249446765893
1.0311152402904877,68.673,0.12160788395709152
1.063198638759312,64.415,0.12190238150988933
1.0962803198808329,60.538,0.12235795259035281
1.1303913454596595,57.007,0.12295488284865999
1.165563743795926,53.787,0.12367997659668657
1.2018305397580187,50.847,0.12452254166592726
1.2392257857910423,48.157,0.12547716993189667
1.277784593890101,45.695,0.12653361654523312
1.3175431685684766,43.438,0.12768697053828323
1.3585388408515775,41.364,0.1289374345389189
1.4008101033286369,39.456,0.13027810988625124
1.444396646295058,37.698,0.13170949196946002
1.4893393950193052,36.076,0.13322631673096022
1.535680548169423,34.578,0.1348312531647332
1.5834636174351446,33.191,0.13652101842517014
1.6327334683828867,31.906,0.13829792633646282
1.6835363625819502,30.713,0.14016038809845532
1.7359200010414637,29.605,0.14210509259425652
1.789933568998935,28.575,0.1441396206094049
1.8456277821023501,27.614,0.14625712512317426
1.9030549340292742,26.719,0.14846186913602957
1.9622689455875963,25.883,0.1507546841367427
2.0233254153441194,25.103,0.15313014161457356
2.086281671828406,24.375,0.15558748501161337
2.1511968273609905,23.694,0.15813004793540547
2.2181318335564737,23.056,0.16075361823314427
2.287149538553567,22.458,0.1634630372664179
2.358314746025943,21.898,0.16625764586661065
2.431694276029144,21.371,0.16913544040440434
2.507357027740798,20.877,0.17209829774441787
2.585374044153009,20.411,0.17514804541779286
2.665818578777624,19.973,0.17828310206922984
2.74876616442714,19.56,0.18150603576647706
2.8342946841356573,19.17,0.18481574741866114
2.922484444286605,18.802,0.18821396386069525
3.0134182500157998,18.455,0.19170189264981574
3.107181482960787,18.126,0.19527844255852478
3.2038621814292703,17.815,0.1989464326745109
3.3035511230620536,17.521,0.20270567401500378
3.406341910068057,17.242,0.20655791752923858
3.5123310571113886,16.977,0.21050341873255604
3.621618081933158,16.726,0.21454141190349274
3.734305598792889,16.488,0.2186760510582174
3.8504994148174627,16.262,0.22290563945603487
3.970308629347896,16.047,0.22723379917726816
4.093845736377459,15.843,0.23165830428883696
4.221226730177039,15.648,0.23618284815387502
4.352571214207134,15.463,0.24080727243752864
4.488002513418671,15.287,0.2455335694208086
4.627647790048013,15.119,0.2503606666104583
4.771638163015108,14.959,0.2552924287943409
4.920108831036592,14.806,0.26032761206775
5.073199199569654,14.661,0.26546930734082197
5.2310530117058,14.522,0.2707165956232464
5.393818483137314,14.389,0.2760714228607754
5.561648441323414,14.263,0.28153527996846794
5.734700468986416,14.142,0.2871095576895819
5.913137052072932,14.026,0.2927948488490519
6.097125732318776,13.916,0.29859112686571404
6.2868392645612,13.81,0.304503507041039
6.482455778945704,13.709,0.3105333425835032
6.684158948180071,13.612,0.3166793345526357
6.892138159992542,13.52,0.3229442918107858
7.10658869495596,13.431,0.32932951834151974
7.327711909845189,13.346,0.3358352894596826
7.555715426699503,13.265,0.3424631968236332
7.7908133277678155,13.187,0.34921478966916125
8.033226356519686,13.113,0.3560903458100097
8.283182124910686,13.041,0.36309185663111987
8.540915327097167,12.973,0.37021856941456066
8.806667959800519,12.907,0.37747402612895437
9.080689549528298,12.844,0.3848574348258282
9.363237386865206,12.784,0.39236987429613435
9.65457676805441,12.726,0.4000134766607393
9.954981244095396,12.671,0.40778735679423966
10.264732877592738,12.618,0.4156940355430382
10.58412250759676,12.567,0.42373436270138065
10.913450022684609,12.518,0.43190755686283655
11.253024642538685,12.471,0.4402154954385015
11.603165208286073,12.426,0.4486589404479148
11.964200481872183,12.383,0.45723859492111546
12.336469454749224,12.342,0.46595534710745173
12.720321666170026,12.302,0.4748090654062958
13.116117531385223,12.264,0.4838010298465964
13.524228680052573,12.228,0.49293147596782505
13.945038305175984,12.192,0.5022008462793596
14.378941522901613,12.159,0.5116091075938455
14.82634574350959,12.126,0.521157049756676
15.287671053948765,12.095,0.5308449617067025
15.763350612274337,12.065,0.5406735296993542
16.253831054358542,12.037,0.5506415024446153
16.759572913255923,12.009,0.5607508192007452
17.281051051617858,11.982,0.5710000916352383
17.81875510756116,11.957,0.5813901664895114
18.373189954410375,11.932,0.5919195746489082
18.944876174744657,11.909,0.6025904910803468
19.534350549195402,11.886,0.6134356581296293
20.142166560452267,11.864,0.6245008106438719
20.768894912951797,11.843,0.635804479990646
21.415124068736286,11.823,0.6473468172144106
22.081460799985656,11.803,0.659129132287618
22.768530758742234,11.785,0.6711508634035945
23.47697906436189,11.767,0.6834127270448207
24.207470909244293,11.75,0.6959137150659767
24.96069218341055,11.734,0.7086540869096993
25.737350118514307,11.718,0.7216323892400884
26.538173951892333,11.704,0.7348484504528011
27.363915611276266,11.69,0.7483011977837073
28.215350420809894,11.677,0.7619883674472829
29.093277829033756,11.665,0.7759099062654513
29.998522159522103,11.654,0.7900634827492093
30.931933384875197,11.643,0.8044472729279623
31.894387924794998,11.633,0.8190592584767902
32.886789468993186,11.624,0.8338978687732198
33.910069825703644,11.615,0.8489597089664708
34.965189796597684,11.607,0.8642427862972656
36.05314007892139,11.6,0.8797436596528873
37.17494219570369,11.593,0.8954602276830792
38.331649454908195,11.586,0.9113892195593946
39.52434793842846,11.58,0.9275260193056281
40.75415752185757,11.575,0.9438681253379858
42.02223292598662,11.57,0.9604111227210563
43.32976480102176,11.565,0.9771511987535051
44.67798084453593,11.561,0.9940843557667661
46.06814695420754,11.558,1.011205250346778
47.501568416425286,11.554,1.0285100005818713
48.97959113187748,11.551,1.0459931422620887
50.50360287927594,11.549,1.0636500801081163
52.07503461840005,11.546,1.0814752262630514
53.69536183368712,11.544,1.099462850608869
55.36610591962706,11.542,1.1176074582445263
