M,R
5.853,0.03530824670404542
8.448,0.11940893392269049
9.523,0.186350559438484
10.127,0.23993606119518376
10.511,0.2840078773782044
10.784,0.32218273145994386
10.984,0.3555470990443186
11.145,0.3862827336811409
11.274,0.41433876650128953
11.384,0.4407835195582693
11.479,0.46596387123001165
11.562,0.4898651273896733
11.636,0.5128576455065327
11.704,0.5352671971442422
11.767,0.5570421563043844
11.825,0.5781593857593494
11.879,0.5988696413107375
11.93,0.6191949370929059
11.978,0.6390775753118061
12.024,0.6586057805547773
12.068,0.6778755101684586
12.11,0.6968478488008166
12.15,0.7154887637255253
12.189,0.7338740980156041
12.226,0.7519957444511647
12.262,0.7699053350529914
12.297,0.7875815528578043
12.331,0.8050126390958805
12.363,0.8221669087095316
12.395,0.8391925281441582
12.426,0.856000446720601
12.455,0.8725028604198186
12.484,0.8888588770322865
12.513,0.905092701410539
12.54,0.9210419167171912
12.567,0.9368514172687715
12.593,0.9524376467815512
12.618,0.9678147527110318
12.643,0.9830682880124308
12.667,0.9981143579671917
12.691,1.01302646757614
12.714,1.027722464241298
12.736,1.042214084670194
12.758,1.056584329583919
12.779,1.0707502038527987
12.8,1.0847885390735517
12.82,1.0986171035704388
12.84,1.1123241515170867
12.859,1.1258330308208926
12.878,1.139222403118329
12.897,1.1524909181300411
12.915,1.1655559934263988
12.932,1.1784210853290653
12.949,1.1911733328533463
12.966,1.2038119274623051
12.982,1.2162538138842747
12.999,1.228663263923499
13.014,1.240793482976866
13.029,1.2528153891796785
13.044,1.2647295254873254
13.059,1.2765357492759746
13.073,1.2881504626787224
13.087,1.299657045527873
13.101,1.3110591417010808
13.114,1.3222754290435788
13.127,1.3333898545064835
13.14,1.3444026837572487
13.153,1.3553142533884186
13.165,1.366040661158218
13.177,1.3766701437030413
13.188,1.387118738435305
13.2,1.3975568612664984
13.211,1.407814714951013
13.222,1.4179779031336521
13.232,1.4279621415746164
13.243,1.4379415629054433
13.253,1.447745471572474
13.263,1.4574600757172642
13.273,1.4670859772111464
13.282,1.4765375336975817
13.292,1.485988624174993
13.301,1.4952689319404302
13.31,1.5044654063333311
13.318,1.5134919535806586
13.327,1.5225225912198468
13.335,1.5313844080871866
13.343,1.5401654187793525
13.351,1.5488676292077814
13.359,1.557491745383616
13.366,1.5659510594055532
13.374,1.574420891007716
13.381,1.582727079889042
13.388,1.5909579852065432
13.395,1.5991153804017038
13.402,1.6072000280729433
13.408,1.615124675612591
13.415,1.6230657384826257
13.421,1.6308479673485097
13.427,1.6385600257739406
13.433,1.6462034027415793
13.439,1.6537789755124281
13.445,1.661287387149592
13.45,1.6686408198158844
13.456,1.6760167863562552
13.461,1.6832389217734343
13.466,1.690396756997225
13.471,1.6974913783216738
13.476,1.704523413240554
13.481,1.7114934822826562
13.486,1.7184021963875151
13.49,1.725161173373408
13.495,1.7319490563264084
13.499,1.7385889394499423
13.504,1.7452596935547178
13.508,1.7517836366654154
13.512,1.7582504537177965
13.516,1.764660725620745
13.52,1.771015025874573
13.523,1.7772247418507028
13.527,1.7834696402338561
13.53,1.7895713765810144
13.534,1.7957095163295933
13.537,1.801705491099016
13.541,1.807739019193001
13.544,1.8136313842280252
13.547,1.819472976594958
13.55,1.8252645075231497
13.553,1.831006491654012
13.556,1.8366994341407183
13.558,1.842253954341276
13.561,1.8478502883713748
13.564,1.8533990674847816
13.566,1.8588109934378778
13.569,1.8642665611966716
13.571,1.8695862545191089
13.573,1.8748605137300647
13.575,1.8800898103259367
13.578,1.8853647609914277
13.58,1.8905055585648651
13.582,1.8956029589909162
13.584,1.9006574967840004
13.586,1.9056696096350625
13.587,1.9105494631038373
13.589,1.9154780075496978
13.591,1.9203654083013568
13.592,1.9251217439699309
13.594,1.9299283114276844
13.596,1.9346953060735115
13.597,1.9393327670104863
13.598,1.9439314192552963
13.6,1.9485821154528686
13.601,1.9531043815491576
13.602,1.9575890109186012
13.603,1.9620364635684737
13.605,1.9665377437346185
13.606,1.9709122459197388
13.607,1.9752508086280058
13.608,1.9795537928801326
13.608,1.983731002097851
13.609,1.9879638866146194
13.61,1.992162255630113
13.611,1.996326495073796
13.612,2.000456950875147
13.612,2.004463363504611
13.613,2.008527264010644
13.614,2.0125583667913736
13.614,2.0164663944763572
13.615,2.0204328894951065
13.615,2.0242770090511417
13.616,2.028180397841575
13.616,2.031962113073452
13.616,2.0357130691094327
13.617,2.0395242366572104
13.617,2.0432146141969905
13.617,2.046875132862556
13.617,2.0505061006511824
13.617,2.0541079635444213
13.618,2.0577717200119134
13.618,2.0613163145494076
