M,R
5.387,0.030018899694860688
8.077,0.11625217556384179
9.082,0.1820844413680597
9.634,0.23444488838295494
9.985,0.27767044484877174
10.241,0.31601696434740856
10.434,0.3501350344400363
10.593,0.3820724479488902
10.726,0.4118953799672173
10.84,0.4401319936457772
10.942,0.4673995625545242
11.033,0.4935274450967605
11.116,0.5188701637497483
11.193,0.5436278436117971
11.264,0.5676750828736057
11.33,0.5911178819591715
11.393,0.6142002556274302
11.452,0.6367774725725182
11.508,0.6588795876464253
11.561,0.6806038743420841
11.612,0.7020025506009813
11.66,0.7229639230847223
11.707,0.7436343648209253
11.752,0.7639965521150595
11.795,0.7840250058993599
11.836,0.803696383581931
11.876,0.8230954269525551
11.914,0.8421781289678703
11.951,0.8610027363580525
11.987,0.8795557780261687
12.022,0.897842458436961
12.055,0.9158081014301724
12.088,0.9335971403815657
12.119,0.9510460681717079
12.15,0.9683096133740392
12.179,0.9852503253773782
12.208,1.0020217159324791
12.236,1.0185397413694834
12.262,1.0347206093481796
12.289,1.0508160107091036
12.314,1.066589070862054
12.339,1.0821970671525674
12.362,1.0974756839128852
12.386,1.1126707127208373
12.408,1.1275477365520397
12.43,1.1422685167018112
12.451,1.1567497836491225
12.472,1.1710729841359466
12.492,1.1851617849744507
12.511,1.1990197695058467
12.53,1.2127294472834822
12.549,1.2262909041488466
12.567,1.2396209739817465
12.584,1.2527250779292864
12.601,1.2656889752770148
12.618,1.2785131453684717
12.634,1.2911133895508384
12.649,1.3034905044333966
12.665,1.3158197130938356
12.679,1.327846867230379
12.694,1.3398285647072385
12.708,1.351594642571393
12.721,1.3631460358960017
12.735,1.3746588717458266
12.748,1.3859625252787269
12.76,1.3970575228397384
12.772,1.4080311358026425
12.784,1.418884722408281
12.796,1.4296217536137468
12.807,1.4401568387626813
12.818,1.450577954888251
12.828,1.4607987917091312
12.839,1.4709953517597079
12.849,1.480995265725814
12.859,1.4908881158975946
12.868,1.5005870559239292
12.877,1.5101809766187357
12.886,1.519671068840947
12.895,1.529059007446972
12.904,1.5383470406034414
12.912,1.547447765920039
12.92,1.5564506916796215
12.928,1.565356969912199
12.935,1.5740788885731338
12.943,1.5827963058013306
12.95,1.591332689600099
12.957,1.5997780729364102
12.964,1.6081335584523835
12.97,1.6163108416692347
12.977,1.624490047112422
12.983,1.632494147932856
12.989,1.6404136386098398
12.995,1.6482495630439211
13.0,1.6559131302750347
13.006,1.6635849563230785
13.011,1.671086552218504
13.017,1.6785990047792105
13.022,1.6859433026864081
13.026,1.6931202137142696
13.031,1.7003110122469658
13.036,1.707426557814772
13.04,1.7143779831582007
13.044,1.7212566817558523
13.049,1.7281540820251837
13.053,1.73489016205752
13.057,1.7415562445823687
13.06,1.748062608664541
13.064,1.7545916709634939
13.067,1.7609630428216598
13.071,1.7673590406099327
13.074,1.7735989423055731
13.077,1.779774322283938
13.08,1.7858860108879244
13.083,1.7919349830575682
13.086,1.7979220852936693
13.089,1.8038480970291855
13.091,1.8096227113818268
13.094,1.815428823290468
13.096,1.8210849751623883
13.099,1.8267743917736945
13.101,1.832315616072159
13.103,1.8378004998429736
13.105,1.843229753628765
13.107,1.848604072232172
13.109,1.8539241435294658
13.111,1.859190760600071
13.112,1.8643134415485292
13.114,1.8694755491436956
13.115,1.874494952163855
13.117,1.879555122574879
13.118,1.884473811851203
13.12,1.8894345125390193
13.121,1.8942548618090107
13.122,1.899026878161437
13.123,1.9037511547583612
13.124,1.9084282830236854
13.125,1.913058838596043
13.126,1.9176433901082972
13.127,1.9221825715444514
13.127,1.926585459559614
13.128,1.931035735851487
13.129,1.935442352044581
13.129,1.939714265370165
13.13,1.944035168113642
13.13,1.9482223951754654
13.131,1.9524597402982988
13.131,1.9565645580202948
13.131,1.9606289089070807
13.131,1.9646532872483362
13.131,1.9686381739139465
13.132,1.9726756723750125
13.132,1.9765830081580904
13.132,1.9804523316272529
13.132,1.9842841008729855
13.131,1.9879871395894968
13.131,1.991745139786282
13.131,1.995466898060953
13.131,1.9991528336008697
13.131,2.002803369575258
13.13,2.006327349930979
13.13,2.0099083892079834
13.13,2.01345525300061
13.129,2.01687680197668
13.129,2.0203565490114763
13.128,2.0237117592718366
13.127,2.027034353020762
13.127,2.0304163029337445
13.126,2.033674824001832
13.126,2.0369933789066814
13.125,2.0401892836421514
13.124,2.043354402046473
13.123,2.0464890871533012
13.122,2.0495936818772775
13.122,2.052759997865674
13.121,2.0558054023555568
13.12,2.058821705947909
13.119,2.061809236079314
13.118,2.0647683159679957
13.117,2.0676992629392505
13.116,2.070602401116652
13.115,2.073478136612054
13.114,2.0763267967434156
13.112,2.0790573544341613
13.111,2.0818528010735062
13.11,2.084622062034315
13.109,2.087365423231469
13.108,2.090083163604396
13.106,2.092684319146853
13.105,2.095351661297771
13.104,2.097994176866432
13.102,2.1005209569066134
13.101,2.10311468058918
13.099,2.105593196906669
13.098,2.108139174840195
13.097,2.110661618259076
13.095,2.113069727904548
13.094,2.115545951613355
13.092,2.117908370376839
13.091,2.1203393475847516
13.089,2.122657046424634
13.088,2.1250437242104647
13.086,2.127317651218968
13.084,2.129569986649567
13.083,2.131891865748957
13.081,2.134101630217621
13.079,2.136290431958361
13.078,2.1385493704344163
13.076,2.1406969205491393
13.074,2.142824158188662
13.072,2.1449312980448716
13.071,2.1471094133760866
13.069,2.149177159054354
13.067,2.1512255257295743
13.065,2.1532547206684636
13.064,2.155355603382104
13.062,2.1573470386129485
13.06,2.1593198831765763
13.058,2.161274335486822
13.056,2.163210604591022
13.054,2.1651288891884604
13.052,2.167029372215148
13.05,2.1689122327205346
13.048,2.1707776516209254
13.046,2.1726258022651455
13.044,2.174456861220727
13.043,2.1763613627276857
13.041,2.1781586150768626
13.039,2.179939150542952
13.037,2.181703131703366
13.034,2.1833604676284213
13.032,2.185091858424104
13.03,2.1868071811114267
13.028,2.1885065918010485
13.026,2.1901902437497287
13.024,2.19185831755188
13.022,2.193510974466337
13.02,2.195148368740732
13.018,2.196770645300913
13.016,2.198377952417087
13.014,2.1999704368553914
13.011,2.201458305044316
13.009,2.2030216237877123
13.007,2.2045705612634494
13.005,2.206105289108978
13.003,2.207625941012327
13.001,2.2091326538525764
12.998,2.2105358147868404
12.996,2.212015111234665
12.994,2.213480862590126
12.992,2.214933198552125
12.99,2.216372240402771
12.987,2.2177085105618204
12.985,2.2191213489094728
12.983,2.2205212316431955
12.981,2.221908282934165
12.978,2.223193163169814
12.976,2.2245549740720247
12.974,2.2259043030283654
12.971,2.2271518859235178
12.969,2.2284766531443134
12.967,2.229789240992877
12.965,2.2310897566007384
12.962,2.2322890883265685
12.96,2.2335658716486764
12.958,2.2348309118133582
12.955,2.2359951781432947
12.953,2.237237130068742
12.951,2.238467656305233
12.948,2.2395978255163995
12.946,2.240805906648701
12.944,2.2420028749829117
12.941,2.2430998982975936
12.939,2.2442750315411537
12.937,2.245439348324533
12.934,2.24650412735939
12.932,2.247647196122167
12.929,2.2486909497002476
12.927,2.2498132073511368
12.925,2.250925185787682
12.922,2.2519383053992494
12.92,2.253030095376595
12.917,2.254023243189584
12.915,2.2550952050865107
12.913,2.2561573385977356
12.91,2.257121226140888
12.908,2.2581640454299805
12.905,2.2591087588147416
12.903,2.2601324641002543
12.901,2.2611466783566647
12.898,2.262063165618003
12.896,2.2630587413892114
12.893,2.2639567939171332
12.891,2.264934052242596
12.888,2.2658139896787675
12.886,2.266773245885667
12.884,2.267723553187489
12.881,2.268576904444461
12.879,2.2695096362163745
12.876,2.270345616692638
12.874,2.2712610737909706
12.871,2.2720799763000747
12.869,2.27297845663139
12.866,2.273780576166864
12.864,2.27466236714917
12.862,2.2755359030547653
12.859,2.276313520042294
12.857,2.277170918050242
12.854,2.277932593468035
12.852,2.2787741333434277
12.849,2.279520144894665
12.847,2.2803460962472446
12.844,2.281076707465794
12.842,2.281887334351669
12.839,2.282602795722549
12.837,2.283398299234286
12.834,2.284098796498852
12.832,2.2848793940636596
12.829,2.285565166413167
12.827,2.2863311023976665
12.824,2.2870023958252625
12.822,2.2877539103768574
12.819,2.288410960212161
12.817,2.2891482876013525
12.814,2.289791300986529
12.812,2.2905146052847734
12.81,2.291230918274581
12.807,2.2918532512281
12.805,2.2925558645997217
12.802,2.2931646701191153
12.8,2.2938538026641844
12.797,2.2944493002805326
12.795,2.2951251676606015
12.792,2.295707581068875
12.79,2.2963704528563094
12.787,2.296940081506502
12.785,2.297590215817828
12.782,2.2981472794818427
12.78,2.2987848883432362
12.777,2.299329591797999
12.775,2.29995487816057
12.772,2.3004874219207765
12.77,2.3011005868246612
12.767,2.301621165591047
12.765,2.3022223837595543
12.762,2.3027311655586034
12.76,2.303320620113095
12.757,2.303817794520668
12.755,2.3043956667145755
12.752,2.304881416505421
12.75,2.3054478927446436
12.747,2.3059223970874174
12.745,2.3064776537734595
12.742,2.3069410776874526
12.74,2.3074852387367772
12.737,2.307937684698438
12.735,2.308470887243485
12.732,2.30891251914521
12.73,2.309434929021337
12.727,2.3098659112703226
12.725,2.310377690749812
12.723,2.3108841602787007
12.72,2.311299502359657
12.718,2.3117955920699123
12.715,2.312200723081158
12.713,2.312686648570009
12.71,2.3130817541999464
12.708,2.3135576726790505
12.705,2.313942910876916
12.703,2.3144089834114148
12.7,2.314784507608723
12.698,2.3152408829270623
12.695,2.315606843106317
12.693,2.3160536732765644
12.69,2.3164102143379495
12.688,2.316847646082008
12.685,2.317194914985252
12.683,2.3176230913878273
12.681,2.3180466328195863
12.678,2.318380288677049
12.676,2.3187947860683353
12.673,2.3191195184557043
12.671,2.319525106835074
12.668,2.319841048879142
12.666,2.3202378489865025
12.663,2.3205450816771775
12.661,2.3209331687169725
12.658,2.3212317996574683
12.656,2.321611299237464
12.654,2.321986492401786
12.651,2.322272483624653
12.649,2.3226392763730748
12.646,2.322916976244491
12.644,2.3232754913207594
12.641,2.323545016453939
12.639,2.3238953854023645
12.636,2.324156886798875
12.634,2.324499251063128
12.632,2.3248376023878645
12.629,2.3250873285839315
12.627,2.325417855423038
12.624,2.3256598536662643
12.622,2.3259826701043007
12.619,2.326217055784186
12.617,2.3265322768519994
12.615,2.3268436880849266
12.612,2.327066908191085
12.61,2.3273709139158063
12.607,2.327586824356068
12.605,2.327883536736608
12.602,2.328092242369668
12.6,2.328381769386376
12.598,2.328667691896069
12.595,2.3288658241586937
12.593,2.3291447184568135
12.59,2.329335905533229
12.588,2.3296078648522816
12.586,2.3298763121679977
12.583,2.3300572232171444
12.581,2.330318818014483
12.578,2.3304929497607616
12.576,2.330747785355879
12.574,2.330999222359285
12.571,2.3311633951252726
12.569,2.331408211185788
12.566,2.3315658333956777
12.564,2.331804122216015
12.562,2.3320391327666723
12.559,2.332187154143669
12.557,2.332415808520272
12.555,2.3326412694693395
12.552,2.3327799290301328
12.55,2.332999171704509
12.547,2.333131673431185
12.545,2.333344787544714
12.543,2.3335548183849273
12.54,2.3336782888939682
12.538,2.3338823245959195
12.536,2.3340833420577756
12.533,2.3341979797029815
12.531,2.334393142935702
12.529,2.334585362036202
12.526,2.334691371477307
12.524,2.3348778663169543
12.522,2.3350614781469154
12.519,2.3351590398769875
12.517,2.3353370477712687
12.515,2.3355122336452063
12.512,2.335601530560423
12.51,2.3357712329228435
12.508,2.3359381537115134
12.505,2.3360193087724452
12.503,2.336180797528357
12.501,2.336339548874893
12.498,2.336412675670209
12.496,2.3365660955124317
12.494,2.336716833235599
12.491,2.336782083531226
12.489,2.336927596242985
12.487,2.337070481029411
12.484,2.337128009627908
12.482,2.337265771929744
12.48,2.337400973128239
12.477,2.3374509668432424
12.475,2.3375811874936234
12.473,2.3377089025929703
12.47,2.3377515377667897
12.468,2.337874375687257
12.466,2.3379947609876606
12.464,2.3381127093494136
12.461,2.338145798618232
12.459,2.3382590065222284
12.457,2.3383698268811277
12.454,2.3383959035945003
12.452,2.3385020812049864
12.45,2.3386059233527736
12.448,2.338707443192223
12.445,2.33872442428055
12.443,2.338821428289624
12.441,2.3389161592645435
12.439,2.3390086313276535
12.436,2.339016760188222
12.434,2.339104839321387
12.432,2.339190704545256
12.43,2.339274374007846
12.427,2.339273876874894
12.425,2.3393532435631332
12.423,2.3394304358266655
12.421,2.3395054651481546
12.418,2.339496490029672
12.416,2.339567309931106
12.414,2.339636010076276
12.412,2.339702603454727
12.409,2.3396853548476564
12.407,2.339747846105039
12.405,2.3398082672545653
12.403,2.3398666361244063
12.4,2.3398413261757716
12.398,2.3398957197305132
12.396,2.339948113459624
12.394,2.339998524185232
12.392,2.3400469659426757
12.389,2.340011971947646
12.387,2.3400565854969453
12.385,2.340099267132531
12.383,2.340140032897029
12.38,2.3400975005161917
12.378,2.3401345419667314
12.376,2.340169705200407
12.374,2.3402030007404226
12.372,2.3402344390525247
12.369,2.340182780250927
12.367,2.3402106059258143
12.365,2.34023660969875
12.363,2.3402608045878828
12.361,2.340283198405637
12.359,2.3403038074979805
12.356,2.340241583840474
12.354,2.3402587167840116
12.352,2.340274098454631
12.35,2.3402877396413206
12.348,2.3402996516061214
12.346,2.3403098393669457
12.343,2.3402374232041554
12.341,2.340244242360285
12.339,2.34024936280326
12.337,2.340252797293086
12.335,2.340254550433476
12.333,2.3402546355992007
12.33,2.3401723393427742
12.328,2.340169179067374
12.326,2.340164380848032
12.324,2.340157955761842
12.322,2.3401499160884267
12.32,2.340140271424088
12.318,2.3401290427097057
12.315,2.340035709717679
12.313,2.3400214039113565
12.311,2.3400055487606375
12.309,2.3399881564731477
12.307,2.3399692372018275
12.305,2.339948800563762
12.303,2.339926856657839
12.301,2.3399034155563663
12.298,2.339798174664574
12.296,2.339771817448629
12.294,2.3397439951754455
12.292,2.339714711212099
12.29,2.3396839699155554
12.288,2.3396517788469073
12.286,2.339618148544298
12.284,2.3395830864092053
12.282,2.3395466021827787
12.28,2.339508701070884
12.277,2.339389359157408
12.275,2.3393487001491358
12.273,2.339306653676727
12.271,2.339263226248018
12.269,2.339218428815107
12.267,2.3391722681758544
12.265,2.339124752552228
12.263,2.3390758869064974
12.261,2.3390256812109063
12.259,2.338974141165459
12.257,2.3389212784759335
12.255,2.3388670978113852
12.253,2.338811608396965
12.25,2.3386751284241565
12.248,2.338617083638728
12.246,2.338557752322232
12.244,2.338497146475104
12.242,2.338435270276005
12.24,2.3383721312325494
12.238,2.338307741531341
12.236,2.3382421134585614
12.234,2.338175258190863
12.232,2.3381071804669222
12.23,2.338037890131862
12.228,2.3379673971911563
12.226,2.337895708896369
12.224,2.3378228316671903
12.222,2.337748773735324
12.22,2.337673542955047
12.218,2.337597148181988
12.216,2.337519595378907
12.214,2.3374408923517254
12.212,2.33736104632305
12.21,2.3372800557217244
12.208,2.3371979254232986
12.206,2.3371146634852873
12.204,2.337030275732511
12.202,2.336944764881801
12.2,2.3368581399855333
12.198,2.3367704081319864
12.196,2.3366815743123226
12.194,2.336591644461061
12.192,2.336500626103653
12.19,2.3364085253847593
12.188,2.3363153484152304
12.186,2.3362211030661895
12.184,2.3361257955655903
12.182,2.336029433274225
12.18,2.33593202563337
12.178,2.33583357989726
12.176,2.335734096412781
12.174,2.3356335899635554
12.172,2.3355320645552204
12.17,2.335429523000144
12.168,2.335325973461791
12.166,2.3352214244239047
12.164,2.335115879231321
12.162,2.3350093478389216
12.16,2.3349018283821352
12.158,2.3347933323617616
12.156,2.3346838677007287
12.154,2.334573440778678
12.152,2.3344620547680934
12.15,2.3343497172164693
12.148,2.3342364339256716
12.147,2.3342005726046184
12.145,2.3340853995201694
12.143,2.333969301546135
12.141,2.333852280899641
12.139,2.333734343177897
12.137,2.3336154946643326
12.135,2.333495741109182
12.133,2.333375089900113
12.131,2.3332535380243007
12.129,2.3331310929104396
12.127,2.3330077587759304
12.125,2.3328835395575416
12.123,2.3327584374760963
12.122,2.3327104902816975
12.12,2.332583631237101
12.118,2.3324559013499306
12.116,2.3323273112444904
12.114,2.332197862740154
12.112,2.3320675582107353
12.11,2.3319364051562275
12.108,2.331804408670436
12.106,2.3316715722834105
12.104,2.3315378996950447
12.103,2.331481196168639
12.101,2.331345877913137
12.099,2.331209749014175
12.097,2.331072806167325
12.095,2.330935062726307
12.093,2.3307965253627922
12.091,2.330657193881644
12.089,2.3305170754780176
12.088,2.3304537725362415
12.086,2.3303120943870774
12.084,2.3301696487963772
12.082,2.3300264316211314
12.08,2.329882453718096
12.078,2.329737718469432
12.076,2.3295922272367564
12.074,2.3294459834293004
12.073,2.329376417842937
12.071,2.32922868902633
12.069,2.329080214456177
12.067,2.3289310054284242
12.065,2.3287810646022455
12.063,2.3286303980435905
12.062,2.328556271647566
12.06,2.328404165322536
12.058,2.3282513414164403
12.056,2.328097806028158
12.054,2.327943565106072
12.052,2.3277886147690356
12.051,2.3277100962892505
12.049,2.3275537591696023
12.047,2.327396729084009
12.045,2.3272390103053895
12.043,2.3270806040707037
12.041,2.32692151441425
12.04,2.3268387509709165
12.038,2.3266783209501307
12.036,2.32651721599353
12.034,2.326355445419862
12.032,2.326193013909276
12.031,2.3261067970223803
12.029,2.3259430571033612
12.027,2.3257786670400358
12.025,2.325613626157752
12.023,2.3254479417461207
12.022,2.325358381426439
12.02,2.3251914355909
12.018,2.3250238624504753
12.016,2.3248556571386305
12.014,2.3246868335378927
12.013,2.3245940521447928
12.011,2.324424011635261
12.009,2.3242533586000484
12.007,2.3240820975264866
12.006,2.323986786649682
12.004,2.3238143421369886
12.002,2.3236413011082933
12.0,2.323467667125762
11.998,2.3232934466691915
11.997,2.3231951003122733
11.995,2.323019728020407
11.993,2.3228437692605515
11.991,2.3226672306499836
11.99,2.3225664815050737
11.988,2.3223888112887794
11.986,2.322210568891668
11.984,2.3220317550627176
11.983,2.32192865163419
11.981,2.321748730409422
11.979,2.321568247448754
11.977,2.3213872043153057
11.976,2.3212818003892433
11.974,2.321099673202221
11.972,2.320916994556413
11.97,2.320733770650503
11.969,2.320626119163632
11.967,2.320441838407341
11.965,2.3202570246439373
11.964,2.3201476898742013
11.962,2.3199618397144435
11.96,2.3197754659796117
11.958,2.3195885640035363
11.957,2.319477096957125
11.955,2.319289190541752
11.953,2.319100771616851
11.952,2.318987698165305
11.95,2.3187982916964223
11.948,2.3186083767388617
11.946,2.3184179630344963
11.945,2.3183028532009984
11.943,2.3181114743322415
11.941,2.317919602692008
11.94,2.3178029573569345
11.938,2.3176101368617585
11.936,2.3174168295905244
11.935,2.3172986779974805
11.933,2.317104438673191
11.931,2.31690972132824
11.929,2.3167145262832958
11.928,2.316594456845392
11.926,2.3163983544135873
11.924,2.316201776634469
11.923,2.3160802645036784
