M,R
19.18,3.529995892124697
19.177,3.529314170011254
19.174,3.528632866869518
19.171,3.5279519824051473
19.168,3.5272715161878003
19.165,3.5265914687405093
19.162,3.5259118398928924
19.16,3.5252995685637534
19.157,3.5246207579240303
19.154,3.5239423663326583
19.151,3.523264391830693
19.148,3.5225868121001556
19.145,3.521909625151219
19.142,3.5212328317822967
19.139,3.520556433321393
19.136,3.5198804312588563
19.133,3.519204826651942
19.13,3.518529620935212
19.127,3.517854814134166
19.124,3.5171804075761104
19.122,3.5165730766701406
19.119,3.5158994562370047
19.116,3.515226238393342
19.113,3.5145534286601667
19.11,3.513881043842502
19.107,3.5132090850576465
19.104,3.512537552413617
19.102,3.5119329808826554
19.099,3.5112622837623504
19.096,3.51059201207991
19.093,3.5099221666026117
19.09,3.509252747177012
19.088,3.5086501892391113
19.085,3.5079816066025895
19.082,3.5073134504777976
19.079,3.5066457205912345
19.076,3.505978418350664
19.074,3.5053778875622195
19.071,3.504711433540564
19.068,3.504045410772711
19.065,3.5033798191080745
19.063,3.502780921893146
19.06,3.5021161790797817
19.057,3.50145186771666
19.054,3.500787987583383
19.052,3.500190727740261
19.049,3.499527697286581
19.046,3.4988650982796092
19.044,3.4982690606289446
19.041,3.497607309798159
19.038,3.4969459716796107
19.035,3.4962850443727658
19.033,3.495690588513024
19.03,3.4950304732874846
19.027,3.4943707708434464
19.025,3.4937774867760583
19.022,3.493118600881035
19.019,3.49246012941566
19.017,3.491868024061309
19.014,3.491210372556408
19.012,3.490619045485641
19.009,3.489962216218193
19.006,3.489305803874
19.004,3.4887156884792
19.001,3.4880601593073735
18.998,3.4874050817311386
18.996,3.4868162616543255
18.993,3.486162075206168
18.991,3.4855741046963638
18.988,3.4849208067633324
18.986,3.4843336846070394
18.983,3.483681273292962
18.98,3.4830293085344923
18.978,3.4824434720073394
18.975,3.4817923914606514
18.973,3.481207400801777
18.97,3.4805571972842073
18.968,3.479973018354035
18.965,3.4793236408044574
18.963,3.4787402516104557
18.96,3.478091701771424
18.958,3.4775091051690503
18.955,3.476861384913124
18.953,3.4762795839634233
18.95,3.475632694724505
18.948,3.4750516911020872
18.945,3.474405634114691
18.943,3.4738254296580946
18.94,3.473180205489166
18.938,3.4726008019370886
18.935,3.4719564223777355
18.933,3.4713778525852503
18.93,3.4707343501826546
18.928,3.470156624835746
18.925,3.469513997469747
18.923,3.4689371144351036
18.921,3.4683606395246116
18.918,3.4677193192937943
18.916,3.4671436856248414
18.913,3.4665032362768455
18.911,3.4659284431719124
18.908,3.465288863986374
18.906,3.464714911024942
18.904,3.464141364834781
18.901,3.4635030867165377
18.899,3.462930380567453
18.896,3.4622929697481686
18.894,3.461721103561156
18.892,3.461149644288303
18.889,3.460513531821452
18.887,3.4599429117976697
18.885,3.4593726983325856
18.882,3.4587378814181333
18.88,3.4581685062765493
18.878,3.4575995378104585
18.875,3.45696601466272
18.873,3.4563978832811184
18.871,3.4558301587065934
18.868,3.4551979173059957
18.866,3.4546310044150053
18.864,3.4540644829613854
18.861,3.4534334851109536
18.859,3.4528677704437314
18.857,3.4523024478079316
18.854,3.4516726950986603
18.852,3.4511081808229904
18.85,3.450544059429285
18.848,3.4499803315753286
18.845,3.4493522395682836
18.843,3.4487893210010534
18.841,3.44822679583252
18.839,3.44766466477995
18.836,3.4470382452519535
18.834,3.4464769679508382
18.832,3.4459161156857383
18.83,3.4453556883619494
18.827,3.444731051287063
18.825,3.444171491681077
18.823,3.4436123544770374
18.821,3.443053639046849
18.818,3.442430770795898
18.816,3.441872917503717
18.814,3.4413154852402257
18.812,3.440758472512747
18.81,3.44020187943554
18.807,3.4395812063322206
18.805,3.4390254669131104
18.803,3.4384701177270443
18.801,3.437915155405533
18.799,3.4373605801364557
18.797,3.4368063925903676
18.794,3.436188184628166
18.792,3.4356347918396315
18.79,3.4350817877333357
