P0,R,M
0.9999999999999986,30.253,0.11283825811823514
1.0312903501237427,29.122,0.11479288796927586
1.0635597862583535,28.083,0.11680966913879791
1.0968389443479118,27.126,0.11888968057226539
1.1311594189459162,26.242,0.1210340426184192
1.166553793210505,25.424,0.12324380230722082
1.2030556698382435,24.666,0.1255198426517813
1.2406997029658335,23.962,0.12786280116005294
1.27952163107006,23.307,0.13027314743301444
1.3195583108971465,22.696,0.1327513690374769
1.360847752453815,22.127,0.13529822355036158
1.4034291550932052,21.595,0.13791478059833182
1.4473429447299422,21.098,0.14060224175279276
1.492630812219673,20.631,0.14336179186644105
1.5393357529395153,20.194,0.14619466044017915
1.5875021076069902,19.783,0.1491021297461279
1.637175604376195,19.396,0.15208554877522162
1.6884034022511787,19.033,0.15514627958299423
1.741234135857739,18.69,0.1582857338301182
1.7957179616161432,18.367,0.16150534265154298
1.851906605358602,18.062,0.16480656080250128
1.9098534114367474,17.773,0.16819085338221793
1.9696133933656303,17.501,0.1716597052093393
2.0312432860524567,17.243,0.1752146382390323
2.0948015996595433,16.999,0.17885721276011426
2.16034867515267,16.767,0.18258903082796102
2.227946741587564,16.548,0.1864117168409328
2.297659975188894,16.34,0.19032687267231801
2.369554560277868,16.142,0.19433608868974733
2.4436987521062776,15.955,0.19844097300319213
2.52016294165664,15.777,0.20264315592885418
2.599019722469961,15.608,0.2069442865145792
2.680343959564563,15.447,0.21134602146951353
2.764212860511401,15.296,0.21576951546847659
2.8507060487333495,15.158,0.22011565252349471
2.9399056390980913,15.029,0.2243865638030679
3.031896315876241,14.909,0.2285844632730855
3.126765413138899,14.796,0.23271139699867288
3.2246029976708286,14.69,0.2367692844869015
3.325501954478024,14.59,0.24075993052772074
3.4295580749708376,14.495,0.2446850169371299
3.5368701479063893,14.405,0.24854616072330699
3.6475400531765994,14.319,0.2523448624412893
3.7616728585308756,14.236,0.25608259549013895
3.8793769193252934,14.156,0.2597607259811074
4.000763981392954,14.08,0.2633805554077748
4.125949287133205,14.006,0.2669433217039487
4.2550516849204,13.934,0.27045020157003774
4.388193741936187,13.865,0.2739023632022105
4.525501860532194,13.797,0.2773009161323941
4.667106398233902,13.731,0.28064688478856586
4.813141791499408,13.667,0.2839412698055846
4.963746683350651,13.603,0.2872019188115542
5.119064054998266,13.539,0.29055556615991124
5.279241361585036,13.474,0.2940371397551252
5.444430672176785,13.409,0.2976555048836033
5.614788814133648,13.343,0.3014163758810972
5.790477521998773,13.277,0.30532367840927016
5.971663591045786,13.212,0.3093819218513256
