P0,R,M
0.9999999999999986,32.457,0.1129110188186286
1.0341018057685354,31.01,0.11503837431718066
1.0693665446937473,29.701,0.11723945366474439
1.1058338748962648,28.511,0.11951593681491864
1.1435448069102456,27.426,0.12186932457859415
1.1825417498031177,26.434,0.12430045514399131
1.2228685588680892,25.525,0.12681070929384744
1.2645705849430593,24.689,0.1294006971170811
1.3076947254113926,23.92,0.13207087937656764
1.352289476941912,23.21,0.1348223303796848
1.3984049900274216,22.553,0.1376563397821546
1.4460931253830893,21.944,0.14057405994734892
1.4954075122681199,21.379,0.14357727927840988
1.5464036087963033,20.854,0.14666771970847187
1.5991387643032395,20.364,0.14984666636938643
1.6536722838404467,19.908,0.15311598105493107
1.7100654948687861,19.481,0.15647762808191362
1.7683818162262783,19.082,0.1599333289604222
1.8286868294478391,18.708,0.16348473428666288
1.8910483525171509,18.357,0.1671338835390318
1.9555365161336022,18.028,0.1708828154877618
2.0222238425800714,17.719,0.17473336623761868
2.0911853272802414,17.428,0.17868736844143757
2.1624985231371663,17.154,0.18274699752811036
2.2362436277479376,16.896,0.18691442802590708
2.3125035735925263,16.652,0.19119175632248128
2.3913641212982255,16.423,0.1955808444469408
2.4729139560845854,16.206,0.2000837861337631
2.5572447874972863,16.001,0.20470275961796025
2.6444514525431217,15.808,0.209439935753621
2.7346320223420726,15.624,0.2142974739456389
2.8278879124164025,15.451,0.21927742681009108
2.92432399674082,15.287,0.22438183760448113
3.024048725681947,15.132,0.2296128819272649
3.1271742479597444,14.985,0.23497272890915558
3.233816536768037,14.846,0.24046355287146864
3.344095520195983,14.714,0.24608748394302085
3.458135216097141,14.589,0.25184664538581053
3.5760638715578357,14.47,0.2577431384971398
3.698014107121583,14.358,0.2637790351733404
3.824123065931952,14.251,0.2699563811235414
3.954532567961345,14.15,0.27627723264367215
4.089389269499316,14.054,0.28274361903612993
4.228844828079721,13.963,0.2893575618983673
4.373056073032177,13.877,0.2961210761031019
4.522185181849641,13.795,0.30303613644878413
4.676399862570433,13.718,0.31010468211208486
4.835873542379821,13.644,0.31732861174397
5.000785562643264,13.575,0.3247102247794684
5.171321380590628,13.509,0.33225184817673215
5.347672777878211,13.446,0.33994748821578236
5.530038076263105,13.387,0.34779114840793757
5.718622360632444,13.331,0.3558307486125554
5.913637709638343,13.277,0.36412130966783846
6.115303434197924,13.226,0.37263662191783237
6.323846324126608,13.195,0.3773268081195307
6.5395009031820495,13.161,0.3819049316956662
6.762509692805535,13.124,0.38670571126401837
6.993123484857437,13.086,0.39171280401876646
7.231601623653438,13.046,0.3968947376714593
7.478212297618703,13.006,0.4022601670433964
7.733232840887981,12.965,0.4078082937566505
7.996950045190812,12.923,0.4135387041024401
8.26966048237263,12.881,0.4194515753703612
8.551670837914246,12.839,0.42556460912991795
8.843298255825259,12.798,0.4318724772067431
9.144870695298653,12.756,0.43837568288515194
9.456727299528112,12.715,0.44507579212405113
9.779218777102638,12.674,0.45197802938615694
10.112707796407422,12.633,0.45909998919916195
10.457569393474476,12.593,0.46641814206633736
10.814191393741737,12.554,0.47396155277772434
11.182974848194903,12.515,0.4817018280353513
11.564334484382476,12.478,0.4896737775835859
11.95869917281128,12.44,0.4978663721782297
12.366512409246852,12.404,0.5062758310959511
12.788232813461187,12.369,0.5149138025183156
13.224334644988671,12.334,0.5237833773735128
13.67530833647021,12.3,0.5328652169412024
14.141661045185367,12.268,0.5421992086192693
14.62391722339276,12.236,0.5517481594555828
15.122619208120062,12.205,0.5615423152659585
15.638327831066917,12.175,0.5715676439269435
16.171623049306664,12.146,0.5818433487999114
16.723104597496114,12.118,0.5923368099520018
17.293392662326852,12.091,0.6030658951494585
17.883128579976564,12.065,0.6140312569252471
18.492975557344693,12.04,0.6252334937994704
19.123619417883628,12.016,0.6366561046788679
19.775769372863717,11.992,0.6483080229149548
20.450158818940494,11.97,0.6601978658893348
21.14754616291973,11.949,0.6723172043931682
21.868715674648787,11.928,0.684665989514475
22.614478368993016,11.908,0.6972357979819158
23.385672917889192,11.889,0.7100264744322706
24.183166593501586,11.871,0.7230539992075597
25.00785624354134,11.853,0.7362935830980969
25.860669299846084,11.836,0.7497529745047089
26.742564821353795,11.82,0.7634395649153178
27.65453457264411,11.804,0.7773367985667874
28.597604139259705,11.789,0.7914597086377682
29.572834081062247,11.775,0.8057996009229305
30.581321124919793,11.761,0.820347976366604
31.624199398067063,11.748,0.835111602039849
32.70264170352542,11.736,0.8500893253373951
33.8178608390171,11.724,0.8652799172967848
34.97111096085667,11.712,0.8806746892039983
36.163688994353755,11.701,0.8962797149868363
37.39693609231298,11.69,0.9120862299993819
38.67223914327142,11.68,0.9280998698161951
39.99103233116967,11.67,0.944311737963112
41.35479874821049,11.66,0.9607200275485884
42.76507206271905,11.651,0.9773227054499952
44.22343824387937,11.642,0.9941244193196876
45.73153734528904,11.633,1.0111225660433731
47.291065349334666,11.625,1.028307628942342
48.90377607446486,11.617,1.0456701870736187
50.57148314750429,11.609,1.0632203375089626
52.2960620432273,11.601,1.08094168300693
54.0794521934848,11.594,1.0988496591563763
55.92365916825588,11.587,1.1169210991722418
57.8307569310776,11.58,1.1351518117633563
59.802890171388675,11.573,1.1535553108138272
61.84227671641052,11.566,1.1721078969677723
63.95121002527765,11.56,1.1908099217695938
66.13206176822257,11.553,1.2096551377507727
68.38728449371538,11.547,1.2286367996334286
70.71941438655773,11.54,1.2477530477266903
73.13107412003279,11.534,1.266978917586108
75.62497580531863,11.528,1.2863226134277699
78.2039240414819,11.521,1.3057744001277711
