6.8091854143431352e-01,4.1732793517787553e-01,6.4710233619942581e-01,4.4039113291206999e-01,3.9471786346460713e-01,4.7702654156747798e-01,5.2286396009896541e-01,4.8602215605932608e-01,4.0001883028789847e-01,5.6269859725318994e-01,7.1097637806084979e-01,4.8278388892578578e-01,3.0993957044373849e-01,4.0626404951473560e-01,3.7372443651459614e-01,5.7678755305488705e-01,5.7900664546996006e-01,5.6941183701262033e-01,6.0611447254340511e-01,6.1134455189435066e-01,5.8504554804710951e-01,5.6464246410236618e-01,5.6341749221650272e-01,5.9153431475195073e-01,5.6456957268614383e-01,5.8066927009310709e-01,5.2877320078578571e-01,5.9527560640770705e-01,5.7351034638808263e-01,5.7066168137093409e-01
5.6884243522373834e-01,6.6900009411498662e-01,4.6870891091245853e-01,5.3231609069180741e-01,3.8917746780409007e-01,6.2517826838756763e-01,3.7496344772004347e-01,6.5354017775944395e-01,4.0657692497826764e-01,5.8253111114118994e-01,6.0649674418280097e-01,3.8529798931317222e-01,6.0534894202790990e-01,6.4374124836821767e-01,6.3981395845932065e-01,5.5533381397266990e-01,5.1314615434265443e-01,5.7718256536234780e-01,5.8606594711984206e-01,5.9418238331882867e-01,5.7466243148052865e-01,6.0975862067938391e-01,5.7063428533382843e-01,5.7574013592449158e-01,5.2126502168086408e-01,5.5818441358740511e-01,5.5475432725596896e-01,5.8451438560450497e-01,5.3356961370316824e-01,5.9803294306232502e-01
4.9732722947092506e-01,6.8333488981167845e-01,5.4355723229913744e-01,3.6653542698277558e-01,3.4616200305425665e-01,5.5981398472828803e-01,4.0227145725922991e-01,4.0952336697972291e-01,6.3103559482159155e-01,3.8700534349987964e-01,4.3920633075842602e-01,4.3959522719520799e-01,4.4272891563459349e-01,4.2556206910939592e-01,4.1569270482401482e-01,6.2072572394832259e-01,5.5378780221202872e-01,5.7611880972063934e-01,5.6156525122544276e-01,5.6698949716319047e-01,5.8780559616544970e-01,5.9832544368659935e-01,5.9359222426182812e-01,5.2366911627545099e-01,5.4040201106268893e-01,5.8366635517117993e-01,5.8856093179550839e-01,5.7611497787410149e-01,5.5292451325886371e-01,6.2126351053511242e-01
5.2329994076808062e-01,4.0400092708321461e-01,3.9147022932249992e-01,3.9369214427244398e-01,6.7616352570745997e-01,5.2461948437896055e-01,3.9371687441461739e-01,3.6862842230684173e-01,5.8803520413609445e-01,3.3314646954832927e-01,4.1946105279187368e-01,3.8071560514156921e-01,4.2625074008803582e-01,3.5872286694914779e-01,6.1525312408854893e-01,5.9249993652262867e-01,5.7523403906128867e-01,5.7843290520872226e-01,5.6414017634530134e-01,5.5667717769192204e-01,5.6450934616882420e-01,5.7812333471601618e-01,5.9531327338778395e-01,5.5241927196951568e-01,5.6106337996671229e-01,5.6024147587100415e-01,5.7406455985711979e-01,5.6223824853876270e-01,6.1443116719978275e-01,5.7604051575288373e-01
5.9789105249626739e-01,5.0217614015662471e-01,4.5619408821410906e-01,4.5885119342206088e-01,4.4944842074834401e-01,5.9801170726447239e-01,5.3312493368875014e-01,4.6591803142877125e-01,3.9526792450498222e-01,6.2522302402366825e-01,6.3189161090218482e-01,5.4780362428841489e-01,5.4463791031735165e-01,6.6289914921151838e-01,6.9048769650366060e-01,6.1015273129845904e-01,5.8614300933247709e-01,5.9137944375470164e-01,5.7944229571059025e-01,6.0389870904382459e-01,5.5762493222609266e-01,6.1427133130536371e-01,5.4415318858469497e-01,5.8418249301918779e-01,5.4667206138909930e-01,5.4961905335830652e-01,5.3081587286428045e-01,5.5297068065429134e-01,5.6428480903812095e-01,5.3441318829897966e-01
5.8401259606402334e-01,6.6910292912136382e-01,5.3168058944122720e-01,3.9969860605038771e-01,4.1460535824186612e-01,3.0088533650539317e-01,4.4184219651619977e-01,6.3254243915690200e-01,4.7754084302317373e-01,3.8644524108072503e-01,4.5492382202270681e-01,6.7760290694632452e-01,6.3319843881364835e-01,4.0224059230921511e-01,4.3620326403321946e-01,5.8832752464785076e-01,5.0275981353797872e-01,5.5166240888335039e-01,5.7257102854644371e-01,5.8903788166770155e-01,5.7061705892200965e-01,5.6866373344639554e-01,5.9076030498348675e-01,5.4019837771880719e-01,5.7262013946761481e-01,5.3408315963529651e-01,5.6225651701650181e-01,5.7168953072365170e-01,5.8753159318084580e-01,5.4536249121816616e-01
3.5752342386544456e-01,3.7727709546065175e-01,6.1287362958892666e-01,5.8114438586546635e-01,3.4605459114803261e-01,3.3409887567702773e-01,5.2750380164230226e-01,6.1801450862116225e-01,3.7175749691534876e-01,4.6310740527163624e-01,6.3919039746402551e-01,4.0485667540650011e-01,3.9386135534396410e-01,6.5879211246345437e-01,4.7878891694425157e-01,5.8152235847188505e-01,5.8257115353920108e-01,5.4015123960304878e-01,5.5012159795530868e-01,5.2160415517806569e-01,5.5920033102109701e-01,6.0347876810448930e-01,5.5114533738762905e-01,6.0084048501901477e-01,5.4366873109175506e-01,5.8694771288832170e-01,5.4530753751096517e-01,5.6944626090284989e-01,5.6904082206315942e-01,5.8869156738932671e-01
5.3867742265008778e-01,6.8843214541040521e-01,3.9742995012676130e-01,4.5004716085624491e-01,6.6102528636975377e-01,6.4098834161632967e-01,5.3970298982063769e-01,4.6289391853514378e-01,3.5076435049231991e-01,5.0809837003187630e-01,6.4669619804420730e-01,3.7948055228645611e-01,3.4924029658942679e-01,5.2561992552745584e-01,4.9105314804847006e-01,5.3031080542849840e-01,5.5170812136391534e-01,5.9112814728186824e-01,6.0047414661153875e-01,6.0381365263692488e-01,5.7274308893467540e-01,5.4349912371736808e-01,6.0670893822231786e-01,5.5611685527867505e-01,5.7838657429328999e-01,5.1438844992028909e-01,6.0357261232649551e-01,5.9304949088270853e-01,5.8720493258755169e-01,5.5465640080032608e-01
4.8606256294379269e-01,6.7906919159900381e-01,4.3446693819250415e-01,5.9141874782818182e-01,4.4202891685726048e-01,3.8681626120242063e-01,5.2513260975014975e-01,4.9119407262502190e-01,5.6034199600325185e-01,3.7997594273759239e-01,5.1884392488479258e-01,4.4806375538147059e-01,5.9917323852359206e-01,7.1064846116586289e-01,5.7314917115552966e-01,5.6059990506579671e-01,5.6164436024561659e-01,5.8803637891142091e-01,5.5857671923411101e-01,5.8786275049892023e-01,5.3681560134454787e-01,5.6422697408297584e-01,6.1656180731788357e-01,5.6811197971104854e-01,5.7623882246749247e-01,5.4506342980514877e-01,5.8524439953573504e-01,5.5068688602743598e-01,5.8129750351161957e-01,5.9798435421552398e-01
4.8064289395095239e-01,5.7370294034883063e-01,3.6692688462176143e-01,4.8491036768311085e-01,4.6515164727009028e-01,5.6037282171862368e-01,4.6429396525177591e-01,5.2634247127148182e-01,6.1477390975672963e-01,6.0988760237113038e-01,4.6384253932914371e-01,5.7217431930150964e-01,5.7824044301115840e-01,4.0473069095365921e-01,5.2025127627176448e-01,5.8446438729812611e-01,5.5349849940269302e-01,5.7854956704655414e-01,5.7797227414900521e-01,5.3700148215486365e-01,6.2523202121927945e-01,5.8502149807476855e-01,5.6208205824562518e-01,5.7842641967877595e-01,4.9709950712375167e-01,5.9386866047491593e-01,5.9444031537876030e-01,5.9177082479787335e-01,5.4906376882022778e-01,5.4506230789386656e-01
