1.4434607402897551e-06,8.5324779705973811e-02,1.4490000014766952e+01
1.5586503938780053e-06,8.6977127856877987e-02,1.4250000014766959e+01
1.6830323004478760e-06,8.8828915790178486e-02,1.4010000014766968e+01
1.8173400112537206e-06,9.0900646649121550e-02,1.3770000014766975e+01
1.9623656156954186e-06,9.3216943189997098e-02,1.3540000014766981e+01
2.1189644127226750e-06,9.5794107043991314e-02,1.3310000014766988e+01
2.2880599550221896e-06,9.8656271341845972e-02,1.3090000014766995e+01
2.4706494957361595e-06,1.0182346895499808e-01,1.2880000014767003e+01
2.6678098698345255e-06,1.0531205092348539e-01,1.2670000014767007e+01
2.8807038448267835e-06,1.0914883767824680e-01,1.2480000014767013e+01
3.1105869782671350e-06,1.1335000587991076e-01,1.2300000014767019e+01
3.3588150224956096e-06,1.1793558337282654e-01,1.2130000014767024e+01
3.6268519202851647e-06,1.2292591344446395e-01,1.1970000014767027e+01
3.9162784385496414e-06,1.2834452156648687e-01,1.1830000014767032e+01
4.2288014910305225e-06,1.3420607998876827e-01,1.1690000014767037e+01
4.5662642049436836e-06,1.4053781027535528e-01,1.1570000014767039e+01
4.9306567909549282e-06,1.4735826572612207e-01,1.1460000014767044e+01
5.3241282805907602e-06,1.5468952325789723e-01,1.1360000014767047e+01
5.7489992003066276e-06,1.6255392873993577e-01,1.1270000014767049e+01
6.2077752569588609e-06,1.7097416936642254e-01,1.1190000014767051e+01
6.7031621153913677e-06,1.7997607835054627e-01,1.1130000014767052e+01
7.2380813552889615e-06,1.8957735845617632e-01,1.1070000014767055e+01
7.8156877014040226e-06,1.9980467897417195e-01,1.1020000014767056e+01
8.4393876287729909e-06,2.1068155976867056e-01,1.0980000014767059e+01
9.1128594526482846e-06,2.2223119262177873e-01,1.0950000014767058e+01
9.8400750216274964e-06,2.3447368775069888e-01,1.0920000014767060e+01
1.0625323141916610e-05,2.4743450771397749e-01,1.0900000014767061e+01
1.1473234870873579e-05,2.6113644738948472e-01,1.0890000014767059e+01
1.2388810829002699e-05,2.7559924786626616e-01,1.0890000014767059e+01
1.3377450691474273e-05,2.9084046265062113e-01,1.0890000014767059e+01
1.4444985033097930e-05,3.0687864822517924e-01,1.0890000014767059e+01
1.5597709714557573e-05,3.2373219866758379e-01,1.0900000014767061e+01
1.6842423012703322e-05,3.4141288636576733e-01,1.0910000014767061e+01
1.8186465713878989e-05,3.5993488024088660e-01,1.0930000014767060e+01
1.9637764406738335e-05,3.7930345047347891e-01,1.0950000014767058e+01
2.1204878229872715e-05,3.9952384913026784e-01,1.0970000014767058e+01
2.2897049349947480e-05,4.2059964162792235e-01,1.1000000014767057e+01
2.4724257468045706e-05,4.4252158029517685e-01,1.1020000014767056e+01
2.6697278675674254e-05,4.6529393944563890e-01,1.1050000014767056e+01
2.8827749007539727e-05,4.8893729914494993e-01,1.1080000014767055e+01
3.1128233065901401e-05,5.1349990398640810e-01,1.1110000014767055e+01
3.3612298121218199e-05,5.3902956479036390e-01,1.1140000014767052e+01
3.6294594126103582e-05,5.6557740180517002e-01,1.1180000014767053e+01
3.9190940114476483e-05,5.9318967084078933e-01,1.1210000014767051e+01
4.2318417495453394e-05,6.2192321033789966e-01,1.1240000014767052e+01
4.5695470792189198e-05,6.5183697030130272e-01,1.1280000014767049e+01
4.9342016419781194e-05,6.8298303002977978e-01,1.1310000014767047e+01
5.3279560143761808e-05,7.1542641901145443e-01,1.1350000014767048e+01
5.7531323911900247e-05,7.4922133746050579e-01,1.1380000014767045e+01
6.2122382807312188e-05,7.8443395369017410e-01,1.1420000014767046e+01
6.7079812930568970e-05,8.2112010453117767e-01,1.1460000014767044e+01
7.2432851082951131e-05,8.5933562607425318e-01,1.1500000014767043e+01
7.8213067192590242e-05,8.9913219376655840e-01,1.1540000014767042e+01
8.4454550500394308e-05,9.4055409094441533e-01,1.1580000014767039e+01
9.1194110603801747e-05,9.8363456414655448e-01,1.1620000014767038e+01
9.8471494544034047e-05,1.0283910555517943e+00,1.1660000014767038e+01
1.0632962121713470e-04,1.0748209187306299e+00,1.1700000014767037e+01
1.1481483449125046e-04,1.1228935835601677e+00,1.1740000014767034e+01
1.2397717652293231e-04,1.1725442967787512e+00,1.1780000014767035e+01
1.3387068288435867e-04,1.2236647368424078e+00,1.1820000014767032e+01
1.4455370124201507e-04,1.2760971913103294e+00,1.1870000014767031e+01
1.5608923546626052e-04,1.3296138747247555e+00,1.1910000014767029e+01
1.6854531720119162e-04,1.3839283209700597e+00,1.1950000014767030e+01
1.8199540708616478e-04,1.4386766568203431e+00,1.1980000014767027e+01
1.9651882799520836e-04,1.4934363622749991e+00,1.2020000014767028e+01
2.1220123284938750e-04,1.5477118464254529e+00,1.2050000014767026e+01
2.2913510976107528e-04,1.6009794851112729e+00,1.2080000014767025e+01
2.4742032748925944e-04,1.6526987084339195e+00,1.2100000014767025e+01
2.6716472442274165e-04,1.7023606266954294e+00,1.2110000014767024e+01
2.8848474456480557e-04,1.7495309318997012e+00,1.2120000014767024e+01
3.1150612427011305e-04,1.7938847018913531e+00,1.2130000014767024e+01
3.3636463378391524e-04,1.8352396378143847e+00,1.2120000014767024e+01
3.6320687795685335e-04,1.8736091976857849e+00,1.2110000014767024e+01
3.9219116085762812e-04,1.9092029969482740e+00,1.2090000014767025e+01
4.2348841938264701e-04,1.9423873558069542e+00,1.2070000014767025e+01
4.5728323136868740e-04,1.9733063928875680e+00,1.2040000014767026e+01
4.9377490415398312e-04,2.0019908231613788e+00,1.2000000014767027e+01
5.3317865000761233e-04,2.0284655664674993e+00,1.1960000014767029e+01
5.7572685535935521e-04,2.0527449224633441e+00,1.1910000014767029e+01
6.2167045131540785e-04,2.0748515520409621e+00,1.1860000014767031e+01
6.7128039354265388e-04,2.0948064570713170e+00,1.1810000014767033e+01
7.2484926024923369e-04,2.1126310303628437e+00,1.1750000014767034e+01
7.8269297768559967e-04,2.1283579728468571e+00,1.1690000014767037e+01
8.4515268334234132e-04,2.1420179820359393e+00,1.1620000014767038e+01
9.1259673783310744e-04,2.1536532937200983e+00,1.1550000014767040e+01
9.8542289732786556e-04,2.1633080976065173e+00,1.1480000014767043e+01
1.0640606593485633e-03,2.1710278833903445e+00,1.1400000014767045e+01
1.1489737957617108e-03,2.1768735357908575e+00,1.1330000014767048e+01
1.2406630879063657e-03,2.1808961828642723e+00,1.1250000014767050e+01
1.3396692799881654e-03,2.1831582796451889e+00,1.1160000014767054e+01
1.4465762681572232e-03,2.1837324083176402e+00,1.1080000014767055e+01
1.5620145440777486e-03,2.1826806656219788e+00,1.0990000014767059e+01
1.6866649132980470e-03,2.1800821637839571e+00,1.0910000014767061e+01
1.8212625103502947e-03,2.1760035003346205e+00,1.0820000014767063e+01
1.9666011342593893e-03,2.1705240788172304e+00,1.0730000014767066e+01
2.1235379300298977e-03,2.1637208243106802e+00,1.0640000014767068e+01
2.2929984437204537e-03,2.1556716459058261e+00,1.0550000014767072e+01
2.4759820809183292e-03,2.1464547132073624e+00,1.0460000014767072e+01
