1.138160227616666731e+01 1.928750297046070372e+00
1.159640390983333447e+01 1.929449918145539788e+00
1.171654719646045351e+01 1.932450194999999926e+00
1.181120554349999985e+01 1.933761395538194261e+00
1.202600717716666701e+01 1.937212184344262234e+00
1.224080881083333239e+01 1.937752632341269710e+00
1.245561044449999955e+01 1.941799020057471292e+00
1.267041207816666670e+01 1.947895492152496466e+00
1.282835445586274581e+01 1.951815618333333280e+00
1.288521371183333386e+01 1.953034421200466220e+00
1.310001534550000102e+01 1.958737396151271737e+00
1.331481697916666818e+01 1.970608664622331530e+00
1.342221779600000175e+01 1.971181041666666633e+00
1.352961861283333356e+01 1.971576254387755078e+00
1.374442024649999894e+01 1.983889600729166647e+00
1.391563894000241497e+01 1.990546464999999987e+00
1.395922188016666610e+01 1.991378108946830316e+00
1.417402351383333325e+01 2.000531761406250109e+00
1.438882514750000041e+01 2.004272506813186805e+00
1.446275038506060717e+01 2.009911888333333341e+00
1.460362678116666757e+01 2.018842973980213173e+00
1.476821504592424361e+01 2.029277311666666694e+00
1.481842841483333473e+01 2.034329161231884342e+00
1.495121487928182091e+01 2.048642735000000048e+00
1.501574619459690041e+01 2.068008158333333402e+00
1.503323004850000189e+01 2.076848895072463730e+00
1.507186343585012089e+01 2.087373581666666755e+00
1.524803168216666727e+01 2.106405118390804354e+00
1.525173515860919515e+01 2.106739005000000109e+00
1.524803168216666727e+01 2.107373936912568357e+00
1.515202186105808302e+01 2.126104428333333463e+00
1.503323004850000189e+01 2.136733570463659415e+00
1.492844876378455510e+01 2.145469851666666816e+00
1.481842841483333473e+01 2.153094987104166691e+00
1.460362678116666757e+01 2.164501388390804415e+00
1.459962426625362397e+01 2.164835274999999726e+00
1.438882514750000041e+01 2.177074222546666604e+00
1.421238094841666566e+01 2.184200698333333079e+00
1.417402351383333148e+01 2.186053848891546636e+00
1.395922188016666610e+01 2.187882856291079481e+00
1.374442024649999894e+01 2.195676504753086178e+00
1.352961861283333356e+01 2.202765897561983266e+00
1.348188491646296328e+01 2.203566121666666433e+00
1.331481697916666818e+01 2.208442307398081006e+00
1.310001534550000102e+01 2.211421906603773468e+00
1.288521371183333386e+01 2.214632077857142445e+00
1.267041207816666670e+01 2.215465357690762804e+00
1.245561044449999955e+01 2.215170869731585057e+00
1.224080881083333239e+01 2.212513842018701382e+00
1.202600717716666701e+01 2.209457002191141939e+00
1.184098002737458621e+01 2.203566121666666433e+00
1.181120554349999985e+01 2.202708159873417504e+00
1.159640390983333447e+01 2.192170008347050558e+00
1.150008030729222952e+01 2.184200698333333079e+00
1.138160227616666731e+01 2.176391035808743268e+00
1.124247808638968138e+01 2.164835274999999726e+00
1.116680064250000015e+01 2.158825316034482356e+00
1.102982568769806804e+01 2.145469851666666816e+00
1.095199900883333299e+01 2.136699279504830962e+00
1.087191247381193193e+01 2.126104428333333018e+00
1.077135165791443150e+01 2.106739005000000109e+00
1.073719737516666584e+01 2.099840592396280403e+00
1.066048250599999925e+01 2.087373581666666755e+00
1.054644374223308034e+01 2.068008158333333402e+00
1.052239574150000045e+01 2.062323780339966994e+00
1.044537091326599310e+01 2.048642735000000048e+00
1.038360838458751800e+01 2.029277311666666694e+00
1.037047645136787466e+01 2.009911888333333341e+00
1.037149566910334642e+01 1.990546464999999987e+00
1.043488396482098679e+01 1.971181041666666633e+00
1.052239574150000045e+01 1.958501300198412842e+00
1.062206369952133400e+01 1.951815618333333280e+00
1.073719737516666584e+01 1.939689605591900179e+00
1.095199900883333299e+01 1.933893108895424762e+00
1.116680064250000015e+01 1.932450194999999926e+00
1.138160227616666731e+01 1.928750297046070372e+00
