1.119796868277143709e+01 1.112857726413031934e+00
1.121382653212618585e+01 1.114549175219662125e+00
1.154570866505058468e+01 1.129439797990383187e+00
1.182630044902632704e+01 1.160339110770582494e+00
1.189344864732973051e+01 1.164579999136374333e+00
1.224118862960887988e+01 1.172527994387226880e+00
1.258892861188802748e+01 1.205064164099388879e+00
1.260053837282262457e+01 1.206129046321503528e+00
1.293666859416717330e+01 1.240372934162782048e+00
1.304104150246472038e+01 1.251918981872423675e+00
1.328440857644632089e+01 1.271391925994612482e+00
1.345105548190057121e+01 1.297708917423344488e+00
1.363214855872546849e+01 1.334195335989458275e+00
1.369402277028408577e+01 1.343498852974264857e+00
1.397988854100461609e+01 1.375214327597892527e+00
1.411951717721517241e+01 1.389288788525185669e+00
1.432762852328376368e+01 1.408660091499936984e+00
1.453785058712512779e+01 1.435078724076106038e+00
1.467536850556290950e+01 1.455466943554983184e+00
1.487501525648427148e+01 1.480868659627026851e+00
1.502310848784205710e+01 1.520354818199618041e+00
1.505721922179859540e+01 1.526658595177947442e+00
1.533080219212882689e+01 1.572448530728868032e+00
1.537084847012120292e+01 1.593113469175549746e+00
1.544216892765175864e+01 1.618238466279788623e+00
1.568279954485395855e+01 1.664028401830709214e+00
1.571858845240035230e+01 1.672209536982473654e+00
1.584563935933033818e+01 1.709818337381630027e+00
1.579700040918878656e+01 1.755608272932550395e+00
1.587836924568266639e+01 1.801398208483470986e+00
1.571858845240035052e+01 1.826453995062765845e+00
1.537084847012120470e+01 1.816274126631993280e+00
1.520192734020951164e+01 1.801398208483470764e+00
1.502310848784205710e+01 1.792945161797980802e+00
1.467536850556290950e+01 1.755608272932550395e+00
1.432762852328376368e+01 1.731714928883067550e+00
1.417084262186591737e+01 1.709818337381629805e+00
1.397988854100461609e+01 1.682606822137191260e+00
1.384692186689930082e+01 1.664028401830709436e+00
1.363214855872546849e+01 1.640703985656178254e+00
1.346936423816190853e+01 1.618238466279788845e+00
1.328440857644632089e+01 1.601074008767401802e+00
1.304102128081757961e+01 1.572448530728868032e+00
1.293666859416717330e+01 1.560786674483689795e+00
1.265000638839438807e+01 1.526658595177947442e+00
1.258892861188802748e+01 1.516707322664574642e+00
1.233667257723707245e+01 1.480868659627026851e+00
1.224118862960887988e+01 1.459712318501181771e+00
1.208122348396713974e+01 1.435078724076106038e+00
1.189344864732973228e+01 1.396718120592302048e+00
1.184911179958914218e+01 1.389288788525185669e+00
1.154570866505058468e+01 1.347744540239384836e+00
1.151454603682288891e+01 1.343498852974264635e+00
1.125670752174588607e+01 1.297708917423344488e+00
1.119796868277143709e+01 1.278768091203986934e+00
1.105977721582524431e+01 1.251918981872423675e+00
1.087720513173364978e+01 1.206129046321503306e+00
1.085022870049228949e+01 1.196779983474295816e+00
1.063873308484642877e+01 1.160339110770582494e+00
1.085022870049228949e+01 1.129070791609212421e+00
1.116269071355471176e+01 1.114549175219662125e+00
1.119796868277143709e+01 1.112857726413031934e+00
