1.070889217583894037e+01 9.842399043257644697e-01
1.073140611842068282e+01 9.857044483001322632e-01
1.073140611842068282e+01 1.014995327787486801e+00
1.093403160165635768e+01 1.038960592822594897e+00
1.115917102747377143e+01 1.038428031377370608e+00
1.121112627958548202e+01 1.044286207274841338e+00
1.138431045329118874e+01 1.063813460266411326e+00
1.160944987910860426e+01 1.067410585817490043e+00
1.165948086262358530e+01 1.073577086762196320e+00
1.183458930492601979e+01 1.099206606313631429e+00
1.205972873074343710e+01 1.089198889155452044e+00
1.213852752977953209e+01 1.102867966249550857e+00
1.225484956645186330e+01 1.132158845736905839e+00
1.228486815656085085e+01 1.139481565608744473e+00
1.251000758237826815e+01 1.161449725224260598e+00
1.273514700819568191e+01 1.153313369811106437e+00
1.281019348346815434e+01 1.161449725224260598e+00
1.283163533354600361e+01 1.190740604711615358e+00
1.296028643401309921e+01 1.206362407104871304e+00
1.311788403208528919e+01 1.220031484198970340e+00
1.318542585983051474e+01 1.232584718264979395e+00
1.325469952931279494e+01 1.249322363686324877e+00
1.341056528564793027e+01 1.260306443494082940e+00
1.352701671279486995e+01 1.278613243173679859e+00
1.363570471146534935e+01 1.298140496165249624e+00
1.373420321026046764e+01 1.307904122661034396e+00
1.386084413728276132e+01 1.331869387696142937e+00
1.389548097202390053e+01 1.337195002148389378e+00
1.398748506430505856e+01 1.366485881635743915e+00
1.408598356310017863e+01 1.395776761123098897e+00
1.431112298891759238e+01 1.402285845453622226e+00
1.445439353261958537e+01 1.425067640610453656e+00
1.444620664440804347e+01 1.454358520097808416e+00
1.453626241473500968e+01 1.467376688758855074e+00
1.469707629031887741e+01 1.483649399585163398e+00
1.474264022173430888e+01 1.512940279072517935e+00
1.476140184055242521e+01 1.515193423648468318e+00
1.487886588880498984e+01 1.542231158559872695e+00
1.489994917951698739e+01 1.571522038047227454e+00
1.476140184055242521e+01 1.597558375369320771e+00
1.475202103114336616e+01 1.600812917534582436e+00
1.473138325044343588e+01 1.630103797021936973e+00
1.453626241473500968e+01 1.659394676509291955e+00
1.431112298891759238e+01 1.635429411474183414e+00
1.426609510375411105e+01 1.630103797021936973e+00
1.408598356310017863e+01 1.621425017914572830e+00
1.386084413728276132e+01 1.609356090718394139e+00
1.370324653921057134e+01 1.600812917534582436e+00
1.363570471146534757e+01 1.594954741637111484e+00
1.341056528564793027e+01 1.579658393460381616e+00
1.334434780746633820e+01 1.571522038047227232e+00
1.318542585983051296e+01 1.550846123114976827e+00
1.311920838164892089e+01 1.542231158559872473e+00
1.296028643401309921e+01 1.515193423648468318e+00
1.294527713895860366e+01 1.512940279072517935e+00
1.273514700819568368e+01 1.491357525766046077e+00
1.266010053292321125e+01 1.483649399585163176e+00
1.251000758237826815e+01 1.462727342808481268e+00
1.245703359983299308e+01 1.454358520097808194e+00
1.228486815656085085e+01 1.434317392027512961e+00
1.222054260632730482e+01 1.425067640610453656e+00
1.205972873074343710e+01 1.403099480994937753e+00
1.195739262809915715e+01 1.395776761123098897e+00
1.183458930492601979e+01 1.383223527057089619e+00
1.173452733789605773e+01 1.366485881635743915e+00
1.160944987910860426e+01 1.349255952525535207e+00
1.147811854738177928e+01 1.337195002148389378e+00
1.138431045329118874e+01 1.320922291322081055e+00
1.132802559683683441e+01 1.307904122661034396e+00
1.115917102747377143e+01 1.278613243173679859e+00
1.097376208856531399e+01 1.249322363686324877e+00
1.093403160165635768e+01 1.240535099840118560e+00
1.076813939315931279e+01 1.220031484198970340e+00
1.070889217583894037e+01 1.199109427422288210e+00
1.067887358572995282e+01 1.190740604711615358e+00
1.048375275002152662e+01 1.177610210458663209e+00
1.035510164955443102e+01 1.161449725224260598e+00
1.032532130222408462e+01 1.132158845736905839e+00
1.032427899006752270e+01 1.102867966249550857e+00
1.025861332420410932e+01 1.088222526505873589e+00
1.016011482540898925e+01 1.073577086762196320e+00
1.018356684893163866e+01 1.044286207274841338e+00
1.025861332420410932e+01 1.029640767531164069e+00
1.048375275002152662e+01 1.036963487403002704e+00
1.065260731938458605e+01 1.014995327787486801e+00
1.065260731938458605e+01 9.857044483001322632e-01
1.070889217583894037e+01 9.842399043257644697e-01
